CustomerID,Occupation,Monthly Income (MYR),Account Balance (MYR),Credit Score,Total Loan Applied (MYR),Loan Duration (Years),Loan Purpose Text,Topic,Risk Category
CUST0891,Manager,10224,25442,708,184032,28,financing for loan for immediate survival,Emergency Expenses,Low
CUST0892,Manager,18211,34739,736,400642,27,need capital to paying off student arrears please approve,Education,Low
CUST0893,Manager,13821,22497,733,69105,19,opening a second branch next week,Business Expansion,Low
CUST0894,Sales Executive,7110,9096,831,163530,12,planning to replacing old windows,Home Improvement,Low
CUST0895,Student,2663,1962,658,61249,16,landscaping the backyard,Home Improvement,Low
CUST0896,Teacher,6490,7989,422,84370,15,im looking to pay rent arrears or eviction soon,Emergency Expenses,Low
CUST0897,Retired,3998,9069,697,27986,22,help me to capital for startup,Business Expansion,Low
CUST0898,Student,2203,3051,647,41857,17,replacing my old clunker before month end,Vehicle Purchase,High
CUST0899,Self-Employed,10897,1854,826,152558,10,financing a tesla quickly,Vehicle Purchase,Low
CUST0900,Student,2923,7826,587,67229,9,help me to loan for immediate survival quickly,Emergency Expenses,High
CUST0901,Freelancer,7236,11771,672,101304,26,short on cash for starting a coffee stall,Business Expansion,Low
CUST0902,Engineer,8971,20855,697,116623,9,short on cash for phd research grant gap,Education,Low
CUST0903,Engineer,7254,11496,639,58032,20,urgent need for getting a motorbike for work,Vehicle Purchase,Low
CUST0904,Teacher,6199,792,697,80587,26,borrowing to launching a new product line for my family,Business Expansion,Low
CUST0905,Freelancer,3981,7906,498,59715,3,financing for buying new inventory stock,Business Expansion,Low
CUST0906,Teacher,6930,0,656,117810,8,flood damage clean up,Emergency Expenses,Low
CUST0907,Teacher,4363,625,577,26178,21,planning to painting the living room,Home Improvement,Low
CUST0908,Clerk,2107,4001,720,29498,16,new tiles for bathroom badly,Home Improvement,High
CUST0909,Manager,19198,23999,562,172782,17,just want to fix the leaking roof,Home Improvement,Low
CUST0910,Student,2091,4774,611,31365,17,short on cash for last minute flight ticket,Emergency Expenses,High
CUST0911,Clerk,3879,2974,635,69822,20,short on cash for insulin pump cost asap,Medical Expenses,Low
CUST0912,Self-Employed,8429,12314,686,210725,19,gotta mom's heart operation,Medical Expenses,Low
CUST0913,Freelancer,8833,10871,596,203159,25,help me to downpayment for a 4x4 right now,Vehicle Purchase,Low
CUST0914,Retired,2882,1126,422,43230,18,im looking to marketing campaign ads,Business Expansion,High
CUST0915,Student,1639,3051,652,13112,22,im looking to remodeling the basement,Home Improvement,High
CUST0916,Self-Employed,7594,10674,589,45564,1,cash flow for payroll quickly,Business Expansion,Low
CUST0917,Student,2716,1788,523,65184,21,short on cash for kids school uniform,Education,High
CUST0918,Clerk,2176,3833,616,54400,19,im looking to upgrade server capacity,Business Expansion,High
CUST0919,Clerk,3424,6054,711,23968,21,just want to fixing the garden fence without delay,Home Improvement,High
CUST0920,Engineer,11302,0,726,169530,9,applying for cash to storm damage fix,Emergency Expenses,Low
CUST0921,Clerk,2567,4192,572,38505,2,money needed for replacing old windows,Home Improvement,High
CUST0922,Engineer,6457,4090,683,71027,20,need capital to renovate the kitchen cabinets,Home Improvement,Low
CUST0923,Teacher,6143,6478,652,110574,7,paying for mri scan,Medical Expenses,Low
CUST0924,Freelancer,8360,12439,671,58520,19,short on cash for paying off student arrears,Education,Low
CUST0925,Freelancer,2653,4938,622,66325,1,money needed for buying new inventory stock immediately,Business Expansion,High
CUST0926,Manager,12365,23676,708,210205,19,upgrade server capacity,Business Expansion,Low
CUST0927,Retired,3509,2434,661,24563,18,buying hearing aids if possible,Medical Expenses,Low
CUST0928,Student,2287,6668,608,45740,4,funds required to buying furniture for new flat,Home Improvement,High
CUST0929,Self-Employed,8961,5214,716,224025,3,gotta physiotherapy sessions,Medical Expenses,Low
CUST0930,Retired,2892,6583,692,40488,21,need capital to replace broken fridge asap right now,Emergency Expenses,Low
CUST0931,Teacher,5771,13064,669,63481,10,financing a tesla to move forward,Vehicle Purchase,Low
CUST0932,Clerk,3291,3796,564,82275,15,covering hospital stay bill urgent please,Medical Expenses,High
CUST0933,Teacher,3646,7097,769,83858,8,marketing campaign ads asap,Business Expansion,Low
CUST0934,Manager,9032,16301,539,180640,18,buying a second hand sedan next week,Vehicle Purchase,Low
CUST0935,Student,1575,1753,711,9450,13,just want to buying a classic mustang,Vehicle Purchase,High
CUST0936,Sales Executive,7285,2451,681,160270,5,gotta adding a swimming pool badly,Home Improvement,Low
CUST0937,Clerk,2075,2937,557,10375,16,money needed for fixing the garden fence,Home Improvement,High
CUST0938,Sales Executive,4069,10691,660,56966,27,borrowing to getting a minivan for family,Vehicle Purchase,Low
CUST0939,Freelancer,7507,15098,743,60056,4,planning to replace broken fridge asap,Emergency Expenses,Low
CUST0940,Sales Executive,3516,6268,570,59772,11,buying hearing aids asap,Medical Expenses,Low
CUST0941,Retired,2062,1238,836,22682,25,funds required to exam registration fees,Education,High
CUST0942,Teacher,4874,10187,674,87732,6,planning to piano lessons for daughter,Education,Low
CUST0943,Retired,2175,0,718,13050,5,borrowing to family crisis need cash,Emergency Expenses,High
CUST0944,Manager,10584,25611,659,52920,1,gotta dental braces for son,Medical Expenses,Low
CUST0945,Clerk,3447,1837,513,62046,23,buying a used pickup next week,Vehicle Purchase,High
CUST0946,Teacher,4344,8235,699,82536,14,prescription drugs cost asap,Medical Expenses,Low
CUST0947,Teacher,6000,6683,549,120000,20,borrowing to acquiring a food delivery bike without delay,Vehicle Purchase,Low
CUST0948,Engineer,7849,4774,699,86339,4,borrowing to buying furniture for new flat,Home Improvement,Low
CUST0949,Self-Employed,12842,7798,645,321050,22,money needed for kidney stone removal,Medical Expenses,Low
CUST0950,Engineer,5434,10837,783,108680,16,applying for cash to building a garage extension asap,Home Improvement,Low
CUST0951,Teacher,6244,10838,637,99904,10,funds required to maternity ward costs,Medical Expenses,Low
CUST0952,Manager,12118,9318,774,230242,2,help me to language course abroad,Education,Low
CUST0953,Student,2600,5538,775,52000,17,help me to buying laptop for studies,Education,Low
CUST0954,Clerk,3833,6056,736,88159,11,urgent need for capital for startup without delay,Business Expansion,Low
CUST0955,Sales Executive,5668,8775,688,68016,4,loan to cover maternity ward costs if possible,Medical Expenses,Low
CUST0956,Manager,11276,12394,689,225520,19,financing for urgent pet surgery please approve,Emergency Expenses,Low
CUST0957,Student,2392,6278,794,45448,6,loan to cover paying for mri scan,Medical Expenses,Low
CUST0958,Self-Employed,6234,6188,663,99744,9,need capital to maternity ward costs,Medical Expenses,Low
CUST0959,Self-Employed,6084,15309,670,79092,5,borrowing to urgent plumbing disaster thanks,Emergency Expenses,Low
CUST0960,Freelancer,6256,2016,716,75072,29,new tiles for bathroom asap,Home Improvement,Low
CUST0961,Teacher,6733,13777,460,67330,19,i need to buying a cheap hatchback,Vehicle Purchase,Low
CUST0962,Clerk,2843,5906,577,31273,19,money needed for getting a convertible,Vehicle Purchase,High
CUST0963,Freelancer,4786,11209,657,57432,8,im looking to starting a coffee stall before month end,Business Expansion,Low
CUST0964,Manager,17493,31769,830,157437,30,urgent need for health checkup package,Medical Expenses,Low
CUST0965,Manager,8724,20709,672,183204,2,funds required to buying new inventory stock quickly,Business Expansion,Low
CUST0966,Retired,3115,253,668,24920,15,short on cash for certification exam fee,Education,High
CUST0967,Sales Executive,3680,5085,645,66240,7,im looking to building a garage extension if possible,Home Improvement,Low
CUST0968,Self-Employed,8846,15069,850,44230,16,buying laptop for studies for my family,Education,Low
CUST0969,Teacher,6380,3151,676,146740,1,funds required to coding bootcamp fee,Education,Low
CUST0970,Freelancer,8822,20317,745,88220,26,just want to pay bail money to move forward,Emergency Expenses,Low
CUST0971,Freelancer,8266,3622,531,57862,13,purchasing raw materials bulk soon,Business Expansion,Low
CUST0972,Retired,1633,1819,778,39192,18,i need to building a garage extension,Home Improvement,High
CUST0973,Clerk,3270,8031,561,19620,17,coding bootcamp fee quickly,Education,High
CUST0974,Student,1727,1443,710,10362,12,i need to marketing campaign ads,Business Expansion,High
CUST0975,Teacher,6154,7521,639,67694,5,short on cash for piano lessons for daughter quickly,Education,Low
CUST0976,Sales Executive,7420,16251,709,170660,28,paying for mri scan if possible,Medical Expenses,Low
CUST0977,Sales Executive,5625,6302,700,101250,9,applying for cash to licensing fees for shop,Business Expansion,Low
CUST0978,Clerk,2763,2707,726,58023,27,applying for cash to buying a classic mustang,Vehicle Purchase,High
CUST0979,Freelancer,8314,293,620,116396,15,language course abroad for my family,Education,Low
CUST0980,Clerk,2385,5220,594,16695,13,planning to textbooks for the term immediately,Education,Low
CUST0981,Engineer,5630,11242,690,50670,16,gotta replacing stolen car,Vehicle Purchase,Low
CUST0982,Sales Executive,7265,12086,644,130770,22,short on cash for hiring more staff members next week,Business Expansion,Low
CUST0983,Freelancer,5340,1882,712,26700,10,help me to website development cost,Business Expansion,Low
CUST0984,Clerk,2045,3891,608,42945,21,funds required to renovate the kitchen cabinets,Home Improvement,High
CUST0985,Manager,17481,15124,746,262215,16,just want to paying off student arrears,Education,Low
CUST0986,Freelancer,4991,0,579,69874,6,need capital to settle lawsuit settlement,Emergency Expenses,Low
CUST0987,Sales Executive,6966,7263,697,41796,5,wallet stolen need funds,Emergency Expenses,Low
CUST0988,Engineer,8734,22437,619,87340,23,short on cash for new tiles for bathroom,Home Improvement,Low
CUST0989,Teacher,4218,9086,545,37962,6,just want to getting a motorbike for work,Vehicle Purchase,Low
CUST0990,Clerk,2084,5303,645,39596,9,need capital to final year project cost,Education,High
CUST0991,Teacher,4340,5657,641,65100,12,urgent need for franchise fee payment,Business Expansion,Low
CUST0992,Self-Employed,11347,11781,638,158858,4,urgent need for language course abroad,Education,Low
CUST0993,Manager,16182,27924,456,242730,5,urgent need for buying hearing aids,Medical Expenses,Low
CUST0994,Retired,3578,3179,759,71560,29,short on cash for unexpected tax bill,Emergency Expenses,High
CUST0995,Teacher,6775,0,580,128725,11,certification exam fee urgent please,Education,Low
CUST0996,Freelancer,2828,6074,727,39592,1,paying ambulance fee before month end,Medical Expenses,Low
CUST0997,Sales Executive,6653,7023,705,159672,21,just want to flood damage clean up,Emergency Expenses,Low
CUST0998,Retired,2409,4256,516,26499,1,paying for mri scan urgent please,Medical Expenses,High
CUST0999,Retired,3324,2027,469,69804,13,planning to dental braces for son,Medical Expenses,High
CUST1000,Freelancer,5103,3758,592,30618,30,gotta masters degree funding,Education,Low
CUST1001,Manager,10423,13765,567,177191,12,need capital to last minute flight ticket,Emergency Expenses,Low
CUST1002,Engineer,7825,1481,827,172150,3,loan to cover paying for knee surgery,Medical Expenses,Low
CUST1003,Freelancer,8574,25224,643,120036,6,need capital to kidney stone removal,Medical Expenses,Low
CUST1004,Manager,10286,21114,557,92574,7,money needed for unexpected tax bill please approve,Emergency Expenses,Low
CUST1005,Freelancer,6803,12210,647,156469,25,borrowing to coding bootcamp fee,Education,Low
CUST1006,Clerk,2013,11,745,36234,6,planning to acquiring a food delivery bike,Vehicle Purchase,High
CUST1007,Teacher,4316,7799,722,94952,16,help me to unexpected tax bill,Emergency Expenses,Low
CUST1008,Engineer,11836,8246,602,224884,8,financing for storm damage fix,Emergency Expenses,Low
CUST1009,Student,1815,2433,849,45375,16,funds required to landscaping the backyard,Home Improvement,High
CUST1010,Engineer,8417,18923,807,210425,8,short on cash for maternity ward costs,Medical Expenses,Low
CUST1011,Clerk,3566,3787,850,24962,20,covering hospital stay bill immediately,Medical Expenses,High
CUST1012,Freelancer,7133,6642,674,142660,23,financing for replacing my old clunker,Vehicle Purchase,Low
CUST1013,Self-Employed,12397,18396,635,161161,6,applying for cash to dental braces for son please approve,Medical Expenses,Low
CUST1014,Teacher,4809,1475,679,76944,6,gotta getting a minivan for family,Vehicle Purchase,Low
CUST1015,Engineer,7958,0,735,127328,2,short on cash for mba program cost thanks,Education,Low
CUST1016,Engineer,9338,12087,625,102718,25,motorcycle for daily commute please approve,Vehicle Purchase,Low
CUST1017,Clerk,3226,4892,549,48390,27,money needed for landscaping the backyard,Home Improvement,Low
CUST1018,Engineer,10615,13334,578,233530,19,just want to adding a swimming pool,Home Improvement,Low
CUST1019,Teacher,3552,6834,699,71040,14,financing for urgent pet surgery,Emergency Expenses,High
CUST1020,Teacher,3919,6622,742,43109,26,need capital to piano lessons for daughter,Education,Low
CUST1021,Manager,15544,28665,629,139896,30,planning to buying furniture for new flat asap,Home Improvement,Low
CUST1022,Freelancer,5352,6494,720,101688,29,applying for cash to buying a cheap hatchback,Vehicle Purchase,Low
CUST1023,Teacher,6407,6758,774,51256,8,im looking to sudden funeral costs,Emergency Expenses,Low
CUST1024,Teacher,6318,9860,690,56862,3,short on cash for getting a convertible,Vehicle Purchase,Low
CUST1025,Clerk,2159,5212,660,38862,2,im looking to landscaping the backyard,Home Improvement,Low
CUST1026,Clerk,2067,3630,557,12402,16,money needed for installing solar panels badly,Home Improvement,High
CUST1027,Engineer,5354,13845,698,42832,26,short on cash for language course abroad,Education,Low
CUST1028,Sales Executive,7813,14969,620,125008,1,urgent need for building a garage extension,Home Improvement,Low
CUST1029,Teacher,6964,10338,585,160172,12,i need to kids school uniform please approve,Education,Low
CUST1030,Teacher,5550,9501,541,116550,19,language course abroad before month end,Education,Low
CUST1031,Clerk,3678,5081,643,40458,23,buying a used pickup to move forward,Vehicle Purchase,Low
CUST1032,Engineer,6407,14796,592,51256,30,loan to cover financing a tesla,Vehicle Purchase,Low
CUST1033,Retired,3444,2709,729,65436,22,help me to replacing my old clunker,Vehicle Purchase,High
CUST1034,Teacher,6919,7068,711,76109,17,gotta licensing fees for shop,Business Expansion,Low
CUST1035,Manager,9848,15262,580,187112,4,im looking to covering hospital stay bill,Medical Expenses,Low
CUST1036,Freelancer,8744,9403,700,52464,3,financing for repairing cracked walls,Home Improvement,Low
CUST1037,Freelancer,3447,2887,708,48258,22,financing for wallet stolen need funds urgent please,Emergency Expenses,High
CUST1038,Sales Executive,7537,0,777,135666,7,borrowing to upgrade server capacity,Business Expansion,Low
CUST1039,Freelancer,8063,11398,659,161260,22,borrowing to purchasing raw materials bulk if possible,Business Expansion,Low
CUST1040,Manager,15177,4708,632,121416,5,planning to urgent pet surgery,Emergency Expenses,Low
CUST1041,Manager,19387,23028,630,193870,3,borrowing to health checkup package,Medical Expenses,Low
CUST1042,Sales Executive,5774,11398,796,98158,4,short on cash for buying hearing aids,Medical Expenses,Low
CUST1043,Manager,19881,2761,650,457263,19,planning to motorcycle for daily commute badly,Vehicle Purchase,Low
CUST1044,Manager,13834,5877,666,235178,16,replacing stolen car right now,Vehicle Purchase,Low
CUST1045,Teacher,6645,7362,661,132900,16,franchise fee payment quickly,Business Expansion,Low
CUST1046,Teacher,3621,6205,665,25347,16,money needed for coding bootcamp fee,Education,Low
CUST1047,Teacher,5067,4744,606,70938,20,need capital to buying a cheap hatchback,Vehicle Purchase,Low
CUST1048,Clerk,3353,5075,513,63707,7,need capital to phd research grant gap immediately,Education,Low
CUST1049,Freelancer,6516,3258,646,143352,18,borrowing to repairing cracked walls,Home Improvement,Low
CUST1050,Student,2381,4271,622,45239,11,loan to cover prescription drugs cost,Medical Expenses,Low
CUST1051,Freelancer,6265,12445,661,87710,29,urgent pet surgery badly,Emergency Expenses,Low
CUST1052,Freelancer,6028,14118,744,120560,25,planning to motorcycle for daily commute thanks,Vehicle Purchase,Low
CUST1053,Freelancer,7907,4429,616,158140,16,applying for cash to pay bail money,Emergency Expenses,Low
CUST1054,Retired,1728,1338,708,29376,20,short on cash for university dorm deposit,Education,High
CUST1055,Engineer,7625,18988,690,68625,27,planning to fixing the garden fence,Home Improvement,Low
CUST1056,Self-Employed,13567,42892,678,203505,13,financing for buying a classic mustang,Vehicle Purchase,Low
CUST1057,Manager,13654,31722,645,81924,22,financing for paying off student arrears,Education,Low
CUST1058,Sales Executive,4922,4230,564,34454,28,money needed for replacing my old clunker,Vehicle Purchase,Low
CUST1059,Clerk,2691,5329,737,16146,15,fix the leaking roof badly,Home Improvement,Low
CUST1060,Retired,3225,4422,772,74175,1,borrowing to acquiring a food delivery bike,Vehicle Purchase,High
CUST1061,Manager,17344,12055,716,346880,4,i need to paying semester fees please approve,Education,Low
CUST1062,Self-Employed,12138,1686,647,182070,6,help me to coding bootcamp fee,Education,Low
CUST1063,Self-Employed,11143,20494,758,78001,27,scooter for delivery job soon,Vehicle Purchase,Low
CUST1064,Engineer,7172,29077,728,121924,26,capital for startup,Business Expansion,Low
CUST1065,Clerk,3469,5894,620,52035,9,i need to website development cost,Business Expansion,High
CUST1066,Retired,3446,2884,682,24122,21,buying a boat trailer if possible,Vehicle Purchase,High
CUST1067,Retired,2728,1610,690,30008,14,fix the leaking roof next week,Home Improvement,High
CUST1068,Engineer,10119,3154,638,222618,6,urgent need for starting a coffee stall,Business Expansion,Low
CUST1069,Retired,2264,2285,624,43016,9,short on cash for downpayment for a 4x4,Vehicle Purchase,Low
CUST1070,Student,2569,4552,734,30828,5,website development cost to move forward,Business Expansion,Low
CUST1071,Manager,14721,12808,786,103047,21,financing for upgrading the air conditioning,Home Improvement,Low
CUST1072,Manager,12373,24932,546,160849,22,funds required to final year project cost,Education,Low
CUST1073,Manager,11907,22562,684,142884,26,planning to last minute flight ticket,Emergency Expenses,Low
CUST1074,Freelancer,6476,4555,618,161900,29,applying for cash to paying for knee surgery,Medical Expenses,Low
CUST1075,Sales Executive,4305,6338,669,55965,22,help me to downpayment for a 4x4 if possible,Vehicle Purchase,Low
CUST1076,Student,2979,3992,651,20853,11,settle lawsuit settlement,Emergency Expenses,High
CUST1077,Clerk,3844,12060,602,26908,13,buying new inventory stock next week,Business Expansion,Low
CUST1078,Sales Executive,3916,2544,609,31328,17,money needed for buying a boat trailer,Vehicle Purchase,Low
CUST1079,Freelancer,3239,4957,690,48585,11,remodeling the basement before month end,Home Improvement,Low
CUST1080,Sales Executive,6464,10186,687,71104,9,im looking to cash flow for payroll,Business Expansion,Low
CUST1081,Manager,12166,20399,629,267652,12,exam registration fees thanks,Education,Low
CUST1082,Self-Employed,12941,5488,705,168233,29,money needed for starting a coffee stall please approve,Business Expansion,Low
CUST1083,Self-Employed,11786,13933,504,58930,21,help me to fixing the garden fence,Home Improvement,Low
CUST1084,Student,2914,7392,590,37882,18,i need to scooter for delivery job,Vehicle Purchase,Low
CUST1085,Engineer,10234,22861,630,81872,18,need capital to getting a motorbike for work soon,Vehicle Purchase,Low
CUST1086,Freelancer,5682,20076,660,73866,10,financing for launching a new product line without delay,Business Expansion,Low
CUST1087,Sales Executive,5436,10405,812,103284,21,borrowing to settle lawsuit settlement,Emergency Expenses,Low
CUST1088,Manager,8555,12411,682,171100,16,money needed for paying semester fees,Education,Low
CUST1089,Self-Employed,10920,27950,546,109200,23,gotta franchise fee payment,Business Expansion,Low
CUST1090,Retired,1771,1507,737,38962,24,loan to cover buying furniture for new flat,Home Improvement,High
CUST1091,Freelancer,8195,14405,654,204875,6,short on cash for textbooks for the term,Education,Low
CUST1092,Teacher,3512,2060,715,52680,19,financing for pay off urgent debt urgent please,Emergency Expenses,High
CUST1093,Clerk,2323,3491,776,58075,25,need capital to sudden funeral costs please approve,Emergency Expenses,High
CUST1094,Manager,13233,0,698,119097,9,just want to masters degree funding quickly,Education,Low
CUST1095,Self-Employed,8616,15184,728,86160,13,i need to paying for mri scan for my family,Medical Expenses,Low
CUST1096,Sales Executive,3169,10193,591,79225,20,funds required to downpayment for a 4x4 thanks,Vehicle Purchase,High
CUST1097,Clerk,3995,3571,664,39950,2,need capital to fixing the garden fence quickly,Home Improvement,Low
CUST1098,Manager,17836,26360,684,285376,6,money needed for motorcycle for daily commute,Vehicle Purchase,Low
CUST1099,Student,2971,415,627,56449,27,need capital to mba program cost asap,Education,High
CUST1100,Clerk,2459,3398,599,31967,10,need capital to fixing the garden fence,Home Improvement,High
CUST1101,Manager,10133,10190,672,111463,27,money needed for storm damage fix,Emergency Expenses,Low
CUST1102,Sales Executive,6426,13501,778,32130,10,getting a motorbike for work quickly,Vehicle Purchase,Low
CUST1103,Sales Executive,6694,14337,607,167350,15,coding bootcamp fee,Education,Low
CUST1104,Student,2460,4854,702,41820,22,last minute flight ticket quickly,Emergency Expenses,Low
CUST1105,Manager,19607,10667,700,137249,4,need capital to paying ambulance fee,Medical Expenses,Low
CUST1106,Student,2181,5058,612,34896,20,coding bootcamp fee asap,Education,High
CUST1107,Student,2019,1447,647,34323,22,urgent need for replacing old windows,Home Improvement,High
CUST1108,Teacher,5791,11502,662,57910,17,licensing fees for shop,Business Expansion,Low
CUST1109,Self-Employed,11669,23015,701,245049,14,im looking to buying a classic mustang,Vehicle Purchase,Low
CUST1110,Engineer,5957,3822,850,119140,28,textbooks for the term before month end,Education,Low
CUST1111,Self-Employed,11046,12853,810,265104,27,fixing the garden fence badly,Home Improvement,Low
CUST1112,Retired,2782,2943,668,55640,25,loan to cover kids school uniform soon,Education,Low
CUST1113,Retired,3302,6368,664,39624,6,funds required to urgent plumbing disaster right now,Emergency Expenses,High
CUST1114,Freelancer,4631,9094,726,37048,29,funds required to new tiles for bathroom,Home Improvement,Low
CUST1115,Student,2404,1731,748,48080,15,cash flow for payroll,Business Expansion,High
CUST1116,Clerk,3732,5278,605,59712,3,loan to cover remodeling the basement,Home Improvement,Low
CUST1117,Engineer,6479,14109,535,84227,19,borrowing to urgent pet surgery thanks,Emergency Expenses,Low
CUST1118,Student,2577,4002,599,18039,8,urgent need for pay bail money,Emergency Expenses,High
CUST1119,Clerk,3817,4540,707,30536,13,need capital to physiotherapy sessions,Medical Expenses,Low
CUST1120,Clerk,3714,5250,667,70566,27,im looking to physiotherapy sessions,Medical Expenses,Low
CUST1121,Freelancer,7647,19363,620,38235,11,just want to physiotherapy sessions to move forward,Medical Expenses,Low
CUST1122,Freelancer,5161,23965,542,118703,5,gotta physiotherapy sessions soon,Medical Expenses,Low
CUST1123,Student,2818,3397,790,19726,18,gotta downpayment for a 4x4,Vehicle Purchase,High
CUST1124,Clerk,2816,4169,709,47872,3,i need to new tiles for bathroom,Home Improvement,High
CUST1125,Sales Executive,4334,3811,702,108350,25,borrowing to paying for knee surgery,Medical Expenses,Low
CUST1126,Clerk,2611,1697,654,36554,29,need capital to piano lessons for daughter quickly,Education,Low
CUST1127,Self-Employed,14903,31747,693,163933,16,storm damage fix to move forward,Emergency Expenses,Low
CUST1128,Manager,15805,21723,757,110635,25,upgrading the air conditioning without delay,Home Improvement,Low
CUST1129,Self-Employed,14057,27264,754,98399,2,installing solar panels soon,Home Improvement,Low
CUST1130,Freelancer,8041,13640,770,72369,30,short on cash for root canal treatment,Medical Expenses,Low
CUST1131,Retired,3649,8308,695,25543,30,funds required to renovate the kitchen cabinets to move forward,Home Improvement,Low
CUST1132,Engineer,6217,16840,637,87038,27,scooter for delivery job if possible,Vehicle Purchase,Low
CUST1133,Retired,3251,4647,674,22757,30,maternity ward costs,Medical Expenses,High
CUST1134,Retired,1940,1311,644,36860,22,help me to buying new inventory stock,Business Expansion,High
CUST1135,Self-Employed,8175,2651,579,40875,4,help me to starting a coffee stall asap,Business Expansion,Low
CUST1136,Teacher,6720,12299,722,47040,14,funds required to mom's heart operation,Medical Expenses,Low
CUST1137,Self-Employed,13620,17458,517,258780,20,borrowing to buying a second hand sedan,Vehicle Purchase,Low
CUST1138,Self-Employed,7066,11151,681,169584,9,kidney stone removal soon,Medical Expenses,Low
CUST1139,Manager,16755,38483,659,83775,6,funds required to upgrading the air conditioning asap,Home Improvement,Low
CUST1140,Freelancer,8167,4334,715,196008,24,borrowing to buying a food truck,Business Expansion,Low
CUST1141,Engineer,10066,19407,547,171122,26,buying a second hand sedan asap,Vehicle Purchase,Low
CUST1142,Clerk,2256,4160,689,11280,23,language course abroad next week,Education,High
CUST1143,Student,1928,2034,655,23136,14,storm damage fix quickly,Emergency Expenses,Low
CUST1144,Clerk,2616,4070,605,47088,1,gotta health checkup package,Medical Expenses,High
CUST1145,Teacher,4124,5933,563,82480,16,applying for cash to paying semester fees without delay,Education,Low
CUST1146,Freelancer,7294,11166,716,123998,2,replacing stolen car to move forward,Vehicle Purchase,Low
CUST1147,Student,1710,1089,557,30780,28,need capital to buying furniture for new flat next week,Home Improvement,High
CUST1148,Retired,2691,6152,668,56511,19,borrowing to language course abroad if possible,Education,High
CUST1149,Sales Executive,3497,2362,635,52455,18,planning to paying ambulance fee,Medical Expenses,Low
CUST1150,Engineer,10310,7362,695,206200,20,borrowing to fixing the garden fence,Home Improvement,Low
CUST1151,Freelancer,8214,8731,668,90354,16,renovate the kitchen cabinets immediately,Home Improvement,Low
CUST1152,Freelancer,4401,1920,644,66015,30,replace broken fridge asap asap,Emergency Expenses,Low
CUST1153,Teacher,4701,6419,571,84618,27,buying new inventory stock right now,Business Expansion,Low
CUST1154,Freelancer,3827,3941,604,26789,22,paying for mri scan right now,Medical Expenses,High
CUST1155,Teacher,4209,7747,753,33672,26,borrowing to fixing the garden fence right now,Home Improvement,Low
CUST1156,Freelancer,4987,7968,751,24935,12,just want to launching a new product line asap,Business Expansion,Low
CUST1157,Self-Employed,6598,14660,791,138558,2,loan for immediate survival,Emergency Expenses,Low
CUST1158,Self-Employed,11055,21366,687,243210,8,gotta university dorm deposit,Education,Low
CUST1159,Engineer,7787,14000,516,171314,9,just want to kidney stone removal,Medical Expenses,Low
CUST1160,Retired,3975,3549,540,75525,26,planning to storm damage fix,Emergency Expenses,High
CUST1161,Clerk,3996,9447,717,31968,27,laser eye treatment immediately,Medical Expenses,Low
CUST1162,Retired,1931,3282,684,21241,30,new tiles for bathroom,Home Improvement,High
CUST1163,Teacher,6483,8260,733,136143,16,help me to acquiring a food delivery bike before month end,Vehicle Purchase,Low
CUST1164,Teacher,6150,3262,761,49200,28,just want to replace broken fridge asap soon,Emergency Expenses,Low
CUST1165,Freelancer,5905,8922,640,118100,11,just want to covering hospital stay bill,Medical Expenses,Low
CUST1166,Retired,2201,4763,689,39618,12,short on cash for buying a boat trailer,Vehicle Purchase,Low
CUST1167,Teacher,6585,9998,566,79020,5,gotta pay bail money,Emergency Expenses,Low
CUST1168,Manager,14706,45293,532,308826,26,im looking to remodeling the basement thanks,Home Improvement,Low
CUST1169,Student,2406,3775,658,50526,3,short on cash for last minute flight ticket for my family,Emergency Expenses,Low
CUST1170,Self-Employed,9157,3462,729,164826,2,gotta buying a boat trailer,Vehicle Purchase,Low
CUST1171,Student,2852,5431,628,65596,2,applying for cash to paying semester fees,Education,High
CUST1172,Manager,14586,35535,568,204204,24,buying a boat trailer please approve,Vehicle Purchase,Low
CUST1173,Self-Employed,4129,9492,497,99096,30,pay rent arrears or eviction asap,Emergency Expenses,Low
CUST1174,Manager,15310,7128,518,367440,26,urgent need for health checkup package asap,Medical Expenses,Low
CUST1175,Self-Employed,14629,15539,679,204806,3,motorcycle for daily commute badly,Vehicle Purchase,Low
CUST1176,Retired,2870,1486,731,25830,17,gotta pay off urgent debt,Emergency Expenses,High
CUST1177,Sales Executive,3760,3044,644,56400,25,help me to mba program cost,Education,Low
CUST1178,Student,1557,3533,586,20241,8,gotta marketing campaign ads,Business Expansion,High
CUST1179,Manager,16278,27936,667,260448,9,buying a boat trailer,Vehicle Purchase,Low
CUST1180,Clerk,2097,3310,459,39843,10,applying for cash to adding a swimming pool thanks,Home Improvement,High
CUST1181,Freelancer,5276,15506,634,121348,19,purchasing raw materials bulk please approve,Business Expansion,Low
CUST1182,Self-Employed,8902,10665,786,204746,22,gotta fixing the garden fence,Home Improvement,Low
CUST1183,Manager,16514,24282,612,346794,19,i need to pay bail money,Emergency Expenses,Low
CUST1184,Self-Employed,11443,28950,722,205974,3,funds required to launching a new product line,Business Expansion,Low
CUST1185,Student,2370,5203,591,45030,3,family crisis need cash please approve,Emergency Expenses,High
CUST1186,Retired,3149,2132,599,53533,28,funds required to pay bail money,Emergency Expenses,High
